,frame,id,x,y,w,h,confidence,class,visibility
187,46,2,2416.75,933.05,184.19999999999985,172.6500000000001,1,1,1.0
188,46,3,1156.27,1728.18,413.93000000000006,276.8399999999999,1,1,1.0
189,46,4,1336.14,1469.75,311.2099999999998,311.25,1,1,1.0
190,47,5,3291.83,1492.31,376.8699999999999,365.44000000000005,1,1,1.0
191,47,1,505.18,1105.42,549.6699999999998,731.6299999999999,1,1,1.0
192,47,2,2410.18,930.48,179.92000000000007,168.94000000000003,1,1,1.0
193,47,3,1135.72,1758.44,428.2000000000001,276.8399999999999,1,1,1.0
194,47,4,1330.43,1489.45,315.21000000000004,321.53,1,1,1.0
195,48,5,3263.28,1470.61,376.8699999999999,365.4500000000001,1,1,1.0
196,48,1,487.08,1111.13,562.78,746.5,1,1,1.0
197,48,2,2403.61,927.91,175.63999999999987,165.23000000000013,1,1,1.0
198,48,3,1115.16,1788.71,442.48,276.8299999999999,1,1,1.0
199,48,4,1324.72,1509.15,319.21000000000004,331.80999999999995,1,1,1.0
200,49,5,3234.73,1448.91,376.8699999999999,365.4499999999998,1,1,1.0
201,49,1,468.98,1116.83,575.8899999999999,761.3800000000001,1,1,1.0
202,49,2,2397.04,925.34,171.36000000000013,161.51999999999987,1,1,1.0
203,49,3,1094.61,1818.97,456.75,276.8300000000001,1,1,1.0
204,49,4,1319.01,1528.85,323.21000000000004,342.09000000000015,1,1,1.0
205,50,5,3206.18,1427.22,376.8700000000004,365.44000000000005,1,1,1.0
206,50,1,450.87,1122.54,589.0100000000001,776.26,1,1,1.0
207,50,2,2390.47,922.77,167.08000000000038,157.80999999999997,1,1,1.0
208,50,3,1074.05,1849.23,471.03,276.84000000000015,1,1,1.0
209,50,4,1313.3,1548.55,327.21000000000004,352.3700000000001,1,1,1.0
210,51,5,3177.63,1405.52,376.8699999999999,365.44000000000005,1,1,1.0
211,51,1,432.77,1128.25,602.1200000000001,791.1300000000001,1,1,1.0
212,51,2,2383.9,920.2,162.79999999999973,154.0999999999999,1,1,1.0
213,51,3,1053.49,1879.5,485.31,276.8299999999999,1,1,1.0
214,51,4,1307.59,1568.25,331.21000000000004,362.6500000000001,1,1,1.0
215,52,5,3155.35,1393.82,368.5999999999999,352.8700000000001,1,1,1.0
216,52,1,408.63,1137.48,618.62,802.3,1,1,1.0
217,52,2,2377.05,916.2,162.79999999999973,154.0999999999999,1,1,1.0
218,52,3,1053.49,1879.5,485.31,276.8299999999999,1,1,1.0
219,52,4,1295.6,1603.66,343.20000000000005,350.0799999999999,1,1,1.0
220,53,5,3133.08,1382.11,360.32000000000016,340.32000000000016,1,1,1.0
221,53,1,384.48,1146.71,635.14,813.47,1,1,1.0
222,53,2,2370.2,912.21,162.80000000000018,154.0999999999999,1,1,1.0
223,53,3,1053.49,1879.5,485.31,276.8299999999999,1,1,1.0
224,53,4,1283.6,1639.06,355.20000000000005,337.52,1,1,1.0
225,54,5,3110.81,1370.41,352.04,327.75,1,1,1.0
226,54,1,360.34,1155.95,651.6400000000001,824.6299999999999,1,1,1.0
227,54,2,2363.34,908.21,162.79999999999973,154.0999999999999,1,1,1.0
228,54,3,1053.49,1879.5,485.31,276.8299999999999,1,1,1.0
229,54,4,1271.61,1674.47,367.19000000000005,324.95000000000005,1,1,1.0
230,55,5,3088.54,1358.71,343.7600000000002,315.19000000000005,1,1,1.0
231,55,1,336.2,1165.18,668.1500000000001,835.8,1,1,1.0
232,55,2,2356.49,904.21,162.80000000000018,154.0999999999999,1,1,1.0
233,55,3,1053.49,1879.5,485.31,276.8299999999999,1,1,1.0
234,55,4,1259.62,1709.87,379.18000000000006,312.3900000000001,1,1,1.0
235,56,5,3066.26,1347.01,335.4899999999998,302.6200000000001,1,1,1.0
236,56,1,312.06,1174.41,684.6600000000001,846.97,1,1,1.0
237,56,2,2349.64,900.21,162.80000000000018,154.0999999999999,1,1,1.0
238,56,3,1053.49,1879.5,485.31,276.8299999999999,1,1,1.0
239,56,4,1247.63,1745.28,391.1699999999999,299.81999999999994,1,1,1.0
240,57,5,3043.99,1335.31,327.21000000000004,290.04999999999995,1,1,1.0
241,57,1,287.91,1183.65,701.1700000000001,858.1299999999999,1,1,1.0
242,57,2,2342.79,896.22,162.80000000000018,154.0999999999999,1,1,1.0
243,57,3,1053.49,1879.5,485.31,276.8299999999999,1,1,1.0
244,57,4,1235.64,1780.68,403.1599999999999,287.26,1,1,1.0
245,58,5,3021.72,1323.61,318.9300000000003,277.49,1,1,1.0
246,58,1,263.77,1192.88,717.6800000000001,869.2999999999997,1,1,1.0
247,58,2,2335.94,892.22,162.79999999999973,154.0999999999999,1,1,1.0
248,58,3,1053.49,1879.5,485.31,276.8299999999999,1,1,1.0
249,58,4,1223.65,1816.09,415.1499999999999,274.6900000000003,1,1,1.0
250,59,5,2999.45,1311.9,310.6500000000001,264.92999999999984,1,1,1.0
251,59,1,239.63,1202.11,734.18,880.47,1,1,1.0
252,59,2,2329.08,888.22,162.80000000000018,154.0999999999999,1,1,1.0
253,59,3,1053.49,1879.5,485.31,276.8299999999999,1,1,1.0
254,59,4,1211.66,1851.49,427.1399999999999,262.1299999999999,1,1,1.0
255,60,5,2977.17,1300.2,302.3800000000001,252.3699999999999,1,1,1.0
256,60,1,215.48,1211.34,750.6999999999999,891.6499999999999,1,1,1.0
257,60,2,2322.23,884.23,162.80000000000018,154.0999999999999,1,1,1.0
258,60,3,1053.49,1879.5,485.31,276.8299999999999,1,1,1.0
259,60,4,1199.67,1886.9,439.1299999999999,249.55999999999997,1,1,1.0
260,61,5,2954.9,1288.5,294.0999999999999,239.79999999999995,1,1,1.0
261,61,1,191.34,1220.58,767.1999999999999,902.81,1,1,1.0
262,61,2,2315.38,880.23,162.79999999999973,154.0999999999999,1,1,1.0
263,61,4,1187.68,1922.3,451.1199999999999,237.00000000000023,1,1,1.0
264,62,5,2935.77,1276.22,294.0999999999999,239.79999999999995,1,1,1.0
265,62,1,172.21,1224.86,767.2099999999999,902.8100000000002,1,1,1.0
266,62,2,2310.53,876.8,162.79999999999973,154.10000000000014,1,1,1.0
267,62,4,1187.68,1922.3,451.1199999999999,237.00000000000023,1,1,1.0
268,63,5,2916.64,1263.95,294.0999999999999,239.79999999999995,1,1,1.0
269,63,1,153.08,1229.14,767.2099999999999,902.8099999999996,1,1,1.0
270,63,2,2305.67,873.38,162.79999999999973,154.10000000000002,1,1,1.0
271,63,4,1187.68,1922.3,451.1199999999999,237.00000000000023,1,1,1.0
272,64,5,2897.51,1251.67,294.0999999999999,239.79999999999995,1,1,1.0
273,64,1,133.95,1233.42,767.21,902.81,1,1,1.0
274,64,2,2300.82,869.95,162.79999999999973,154.0999999999999,1,1,1.0
275,64,4,1187.68,1922.3,451.1199999999999,237.00000000000023,1,1,1.0
276,65,5,2878.39,1239.39,294.0999999999999,239.79999999999995,1,1,1.0
277,65,1,114.83,1237.71,767.1999999999999,902.81,1,1,1.0
278,65,2,2295.96,866.53,162.80000000000018,154.10000000000002,1,1,1.0
279,65,4,1187.68,1922.3,451.1199999999999,237.00000000000023,1,1,1.0
280,66,5,2859.26,1227.12,294.0999999999999,239.80000000000015,1,1,1.0
281,66,1,95.7,1241.99,767.1999999999999,902.8100000000002,1,1,1.0
282,66,2,2291.11,863.1,162.79999999999973,154.10000000000002,1,1,1.0
283,66,4,1187.68,1922.3,451.1199999999999,237.00000000000023,1,1,1.0
284,67,5,2840.13,1214.84,294.0999999999999,239.80000000000015,1,1,1.0
285,67,1,76.57,1246.27,767.2,902.81,1,1,1.0
286,67,2,2286.26,859.67,162.79999999999973,154.10000000000002,1,1,1.0
287,67,4,1187.68,1922.3,451.1199999999999,237.00000000000023,1,1,1.0
288,68,5,2821.0,1202.56,294.0999999999999,239.79999999999995,1,1,1.0
289,68,1,57.44,1250.55,767.2,902.8100000000002,1,1,1.0
290,68,2,2281.4,856.25,162.79999999999973,154.10000000000002,1,1,1.0
291,68,4,1187.68,1922.3,451.1199999999999,237.00000000000023,1,1,1.0
292,69,5,2801.87,1190.29,294.0999999999999,239.79999999999995,1,1,1.0
293,69,1,38.31,1254.84,767.21,902.8100000000002,1,1,1.0
294,69,2,2276.55,852.82,162.79999999999973,154.0999999999999,1,1,1.0
295,69,4,1187.68,1922.3,451.1199999999999,237.00000000000023,1,1,1.0
296,70,5,2782.74,1178.01,294.1000000000004,239.79999999999995,1,1,1.0
297,70,1,19.18,1259.12,767.21,902.81,1,1,1.0
298,70,2,2271.7,849.4,162.80000000000018,154.10000000000002,1,1,1.0
299,70,4,1187.68,1922.3,451.1199999999999,237.00000000000023,1,1,1.0
300,71,5,2763.61,1165.73,294.0999999999999,239.79999999999995,1,1,1.0
301,71,1,0.05,1263.4,767.21,902.81,1,1,1.0
302,71,2,2266.84,845.97,162.79999999999973,154.10000000000002,1,1,1.0
303,72,5,2753.05,1160.02,287.25,237.23,1,1,1.0
304,72,1,0.05,1263.4,767.21,902.81,1,1,1.0
305,72,2,2261.7,843.97,162.80000000000018,154.10000000000002,1,1,1.0
306,73,5,2742.49,1154.31,280.4000000000001,234.67000000000007,1,1,1.0
307,73,1,0.05,1263.4,767.21,902.81,1,1,1.0
308,73,2,2256.57,841.97,162.79999999999973,154.10000000000002,1,1,1.0
309,74,5,2731.93,1148.59,273.5500000000002,232.11000000000013,1,1,1.0
310,74,1,0.05,1263.4,767.21,902.81,1,1,1.0
311,74,2,2251.43,839.97,162.80000000000018,154.10000000000002,1,1,1.0
312,75,5,2721.37,1142.88,266.7000000000003,229.54,1,1,1.0
313,75,1,0.05,1263.4,767.21,902.81,1,1,1.0
314,75,2,2246.29,837.98,162.80000000000018,154.10000000000002,1,1,1.0
315,76,5,2710.81,1137.17,259.8499999999999,226.97000000000003,1,1,1.0
316,76,1,0.05,1263.4,767.21,902.81,1,1,1.0
317,76,2,2241.15,835.98,162.79999999999973,154.10000000000002,1,1,1.0
318,77,5,2700.25,1131.45,253.0,224.40999999999983,1,1,1.0
319,77,1,0.05,1263.4,767.21,902.81,1,1,1.0
320,77,2,2236.01,833.98,162.79999999999973,154.10000000000002,1,1,1.0
321,78,5,2689.68,1125.74,246.1500000000001,221.83999999999992,1,1,1.0
322,78,1,0.05,1263.4,767.21,902.81,1,1,1.0
323,78,2,2230.87,831.98,162.80000000000018,154.10000000000002,1,1,1.0
324,79,5,2679.12,1120.03,239.30000000000015,219.27,1,1,1.0
325,79,1,0.05,1263.4,767.21,902.81,1,1,1.0
326,79,2,2225.73,829.98,162.80000000000018,154.10000000000002,1,1,1.0
327,80,5,2668.56,1114.31,232.45000000000027,216.71000000000004,1,1,1.0
328,80,1,0.05,1263.4,767.21,902.81,1,1,1.0
329,80,2,2220.59,827.98,162.79999999999973,154.10000000000002,1,1,1.0
330,81,5,2658.0,1108.6,225.5999999999999,214.1400000000001,1,1,1.0
331,81,2,2215.45,825.99,162.80000000000018,154.10000000000002,1,1,1.0
332,82,5,2646.29,1100.04,225.5999999999999,214.1300000000001,1,1,1.0
333,82,2,2210.89,823.7,161.94000000000003,150.1099999999999,1,1,1.0
334,83,5,2634.59,1091.47,225.5999999999999,214.13999999999987,1,1,1.0
335,83,2,2206.32,821.42,161.07999999999993,146.11,1,1,1.0
336,84,5,2622.88,1082.91,225.5999999999999,214.12999999999988,1,1,1.0
337,84,2,2201.75,819.13,160.23000000000002,142.12,1,1,1.0
338,85,5,2611.18,1074.34,225.6000000000004,214.1400000000001,1,1,1.0
339,85,2,2197.18,816.85,159.37000000000037,138.12,1,1,1.0
340,86,5,2599.47,1065.78,225.6000000000004,214.1300000000001,1,1,1.0
341,86,2,2192.61,814.57,158.51999999999998,134.12,1,1,1.0
342,87,5,2587.77,1057.21,225.5999999999999,214.13999999999987,1,1,1.0
343,87,2,2188.05,812.28,157.64999999999964,130.13,1,1,1.0
344,88,5,2576.06,1048.65,225.5999999999999,214.12999999999988,1,1,1.0
345,88,2,2183.48,810.0,156.80000000000018,126.14,1,1,1.0
346,89,5,2564.36,1040.08,225.5999999999999,214.1400000000001,1,1,1.0
347,89,2,2178.91,807.71,155.94000000000003,122.14999999999998,1,1,1.0
348,90,5,2552.65,1031.52,225.5999999999999,214.1300000000001,1,1,1.0
349,90,2,2174.34,805.43,155.0899999999997,118.15000000000008,1,1,1.0
350,91,5,2540.94,1022.95,225.5999999999999,214.13999999999987,1,1,1.0
351,91,6,1416.08,751.72,111.35000000000014,94.20999999999992,1,1,1.0
352,91,2,2169.77,803.15,154.23000000000002,114.14999999999998,1,1,1.0
353,92,5,2532.09,1018.38,225.5999999999999,214.14,1,1,1.0
354,92,6,1415.51,754.86,111.34999999999992,94.21000000000004,1,1,1.0
355,92,2,2166.35,801.15,154.22000000000023,114.14999999999998,1,1,1.0
356,93,5,2523.24,1013.81,225.6000000000004,214.1400000000001,1,1,1.0
357,93,6,1414.94,758.0,111.34999999999992,94.22000000000004,1,1,1.0
358,93,2,2162.92,799.15,154.23000000000002,114.14999999999998,1,1,1.0
359,94,5,2514.39,1009.25,225.5999999999999,214.1300000000001,1,1,1.0
360,94,6,1414.37,761.14,111.34000000000016,94.22000000000004,1,1,1.0
361,94,2,2159.5,797.15,154.2199999999998,114.14999999999998,1,1,1.0
362,95,5,2505.54,1004.68,225.5999999999999,214.14,1,1,1.0
363,95,6,1413.8,764.28,111.34000000000016,94.22000000000004,1,1,1.0
364,95,2,2156.07,795.15,154.23000000000002,114.15999999999995,1,1,1.0
365,96,5,2496.69,1000.11,225.5999999999999,214.14,1,1,1.0
366,96,6,1413.23,767.42,111.33999999999992,94.22000000000004,1,1,1.0
367,96,2,2152.64,793.15,154.23000000000002,114.15999999999995,1,1,1.0
368,97,5,2487.84,995.54,225.5999999999999,214.1400000000001,1,1,1.0
369,97,6,1412.66,770.56,111.33999999999992,94.22000000000004,1,1,1.0
370,97,2,2149.22,791.15,154.22000000000023,114.15999999999995,1,1,1.0
371,98,5,2478.99,990.97,225.6000000000004,214.13999999999987,1,1,1.0
372,98,6,1412.08,773.7,111.35000000000014,94.21999999999991,1,1,1.0
